id,year,violent,murder,robbery,prisoners,afam,cauc,male,population,income,density,law,State__alabama,State__alaska,State__albama,State__arizona,State__arkansas,State__california,State__colorado,State__connecticut,State__delaware,State__district of columbia,State__florida,State__georgia,State__hawaii,State__idaho,State__illinois,State__indiana,State__iowa,State__kansas,State__kentucky,State__louisiana,State__maine,State__maryland,State__massachusetts,State__michigan,State__minnesota,State__mississippi,State__missouri,State__montana,State__nebraska,State__nevada,State__new hampshire,State__new jersey,State__new mexico,State__new york,State__north carolina,State__north dakota,State__ohio,State__oklahoma,State__oregon,State__pennsylvania,State__rhode island,State__south carolina,State__south dakota,State__tennessee,State__texas,State__utah,State__vermont,State__virginia,State__washington,State__west virginia,State__wisconsin,State__wyoming
219,1988,1117.7,11.4,403.3,265.0,5.288664,58.211940000000006,14.08954,12.3064,14813.31,0.22725229999999996,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,1989,1109.4,11.1,404.0,278.0,5.319287,57.87771,13.865839999999999,12.63771,15293.13,0.23337039999999998,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,1990,1244.3,10.7,416.8,307.0,5.353076000000001,59.33008,13.6879,13.018360000000001,15129.51,0.2410942,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,1991,1184.3,9.4,399.8,336.0,5.456843,58.97432,13.38398,13.2895,14758.16,0.24611550000000001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,1992,1207.2,9.0,366.9,344.0,5.591074,58.52879,13.16867,13.504779999999998,14669.31,0.25010229999999994,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,1993,1206.0,8.9,357.6,355.0,5.693723,57.949169999999995,12.930660000000001,13.71359,14918.23,0.2539695,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1994,1146.8,8.3,328.8,384.0,5.809861,57.549240000000005,12.71791,13.9618,15012.48,0.2585662,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,1995,1071.0,7.3,299.9,406.0,5.931223999999999,57.330180000000006,12.58249,14.1854,15376.85,0.26270720000000003,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,1996,1051.0,7.5,289.2,447.0,6.044211,57.11045,12.51724,14.426910000000001,15631.16,0.2671799,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,1997,1023.6,6.9,276.1,439.0,6.1744769999999995,57.02666,12.505339999999999,14.68335,15972.74,0.271929,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,1998,938.7,6.5,242.7,437.0,6.283623,57.054930000000006,12.50831,14.90823,16454.84,0.2760937,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,1999,854.0,5.7,211.6,447.0,6.394272,57.11421,12.52576,15.111239999999999,16613.04,0.27985340000000003,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,1977,439.8,11.7,140.5,225.0,8.995614,55.27949,18.802870000000002,5.219698999999999,10227.32,0.0898817,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,1978,482.8,14.4,166.3,224.0,9.080371000000001,55.13271999999999,18.61688,5.2957529999999995,10679.19,0.0911913,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,1979,558.7,17.1,213.7,216.0,9.193938000000001,54.984140000000004,18.44075,5.401384999999999,10594.58,0.0930103,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,1980,555.3,13.8,197.6,224.0,9.368551,54.87351999999999,18.326829999999998,5.486174,10245.07,0.094498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,1981,548.2,17.2,196.4,219.0,9.516834,54.790040000000005,18.21969,5.568343,10340.76,0.0959133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,1982,478.2,12.6,154.6,220.0,9.618777,54.68195,18.08953,5.649793,10375.73,0.0973163,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,1983,456.7,8.4,144.2,247.0,9.689653999999999,54.56527,17.91106,5.728254,10849.0,0.0986677,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,1984,478.6,9.4,144.1,259.0,9.735667,54.504430000000006,17.67456,5.834957,11685.42,0.1005057,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,1985,507.2,10.4,164.2,254.0,9.769167,54.40846,17.43874,5.962668,12170.42,0.1027055,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,1986,587.6,11.2,213.9,251.0,9.778049000000001,54.31058,17.17435,6.0846599999999995,12716.91,0.1048067,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,1987,576.5,11.8,209.2,265.0,9.782475,54.23222,16.87653,6.208469999999999,12997.14,0.1069393,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,1988,665.3,11.7,243.6,282.0,9.798496,54.05778000000001,16.63891,6.316153,13367.59,0.1087941,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,1989,735.8,12.7,271.1,281.0,9.818057000000001,53.841609999999996,16.4105,6.411085,13492.81,0.11042930000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,1990,756.3,11.8,263.5,300.0,9.871989,55.205580000000005,16.19728,6.506531,13516.36,0.1123385,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,1991,738.2,12.8,268.2,327.0,10.00728,54.948269999999994,15.89805,6.6212789999999995,13369.26,0.11431960000000001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,1992,733.2,11.0,249.8,342.0,10.13363,54.66885,15.645979999999998,6.759474000000001,13726.43,0.1167056,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,1993,723.1,11.4,248.0,365.0,10.25108,54.34254,15.38986,6.894092,13868.88,0.1190299,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,1994,667.7,10.0,222.6,387.0,10.39586,54.12839,15.14298,7.0459,14226.24,0.1216509,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,1995,657.1,9.5,205.2,456.0,10.52201,53.942919999999994,14.94876,7.188538,14538.42,0.12411359999999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,1996,638.7,8.6,205.4,470.0,10.653360000000001,53.72744,14.80887,7.332225,14977.11,0.1265945,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,1997,606.6,7.5,206.7,462.0,10.805860000000001,53.5205,14.71933,7.4860940000000005,15243.07,0.1292511,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,1998,572.7,8.1,187.2,472.0,10.94355,53.32244,14.67237,7.636522,15974.6,0.1318483,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,1999,534.0,7.5,166.4,502.0,11.10859,53.188559999999995,14.62885,7.788239999999999,16339.75,0.1344678,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,1977,224.8,7.2,128.0,39.0,26.653540000000003,24.28329,20.5375,0.918257,13737.26,0.1429194,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,1978,270.1,6.7,173.6,44.0,26.789690000000004,23.98426,20.36709,0.931586,13978.14,0.14499389999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,1979,289.7,7.2,184.5,57.0,26.94793,23.73469,20.07941,0.953305,13977.94,0.1483743,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,1980,299.5,8.7,190.2,58.0,26.979570000000002,23.51738,19.69567,0.9677100000000001,13918.01,0.15061629999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,1981,247.6,4.8,148.4,65.0,25.1352,27.77328,19.52127,0.978174,13490.66,0.152245,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,1982,255.7,3.1,156.9,77.0,25.155920000000002,27.5246,19.04051,0.9938020000000001,13340.66,0.1546773,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,1983,252.1,5.6,130.0,88.0,25.01153,27.45545,18.63502,1.012717,13880.0,0.1576213,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,1984,231.9,3.3,115.9,103.0,24.824820000000003,27.2599,18.31653,1.027935,14300.61,0.1599899,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,1985,219.4,4.1,99.4,124.0,24.721770000000003,27.025640000000003,17.908920000000002,1.039683,14531.72,0.1618184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,1986,245.2,4.8,106.3,134.0,24.64585,26.86471,17.569329999999997,1.051759,14915.78,0.1636979,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,1987,263.3,4.8,98.0,142.0,24.64091,26.72901,17.233829999999998,1.067911,15252.78,0.1662118,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,1988,257.1,4.0,84.1,141.0,24.6308,26.488690000000002,16.83211,1.079823,15906.22,0.1680658,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,1989,270.1,4.8,83.2,136.0,24.63831,26.234440000000003,16.53651,1.094584,16493.62,0.17036329999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,1990,280.9,4.0,91.4,142.0,24.85353,26.38754,16.16793,1.112703,17061.94,0.17323729999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,1991,241.8,4.0,86.9,150.0,24.669620000000002,26.440240000000003,15.76782,1.131412,16926.31,0.1761501,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,1992,258.4,3.6,99.2,153.0,24.461660000000002,26.49997,15.44691,1.149926,17201.17,0.1790325,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,1993,261.2,3.8,103.6,164.0,24.259929999999997,26.32638,15.096060000000001,1.161508,17242.91,0.18083570000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,1994,262.2,4.2,103.6,198.0,24.07439,26.25737,14.79892,1.1739030000000001,17025.12,0.1827655,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,1995,295.6,4.7,130.8,202.0,23.95598,26.10543,14.500589999999999,1.18049,16731.94,0.1837911,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,1996,280.6,3.4,135.6,217.0,23.9511,26.014870000000002,14.22114,1.184434,16294.73,0.18440510000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,1997,277.9,4.0,118.2,249.0,24.03664,26.00187,13.96745,1.189322,16300.63,0.1851661,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,1998,246.9,2.0,102.7,288.0,24.096239999999998,26.043789999999998,13.863489999999999,1.190472,16333.25,0.18534520000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,1999,235.0,3.7,88.1,307.0,24.163870000000003,26.084329999999998,13.681270000000001,1.185497,16464.73,0.1845706,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,1977,236.9,5.5,39.6,82.0,0.7693518,70.72501,18.70859,0.8834709999999999,10702.44,0.010685799999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,1978,236.4,5.4,40.0,87.0,0.7953302,70.47296999999999,18.4472,0.910691,11183.43,0.011015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,1979,288.7,5.4,43.3,91.0,0.8045025,70.13861999999999,18.18274,0.9326260000000001,10830.57,0.0112804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,1980,313.4,3.1,46.8,92.0,0.8417872,69.79239,17.956020000000002,0.947983,10560.61,0.011503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,1981,283.3,4.5,37.7,87.0,0.8455596,69.53201,17.68889,0.962203,10307.88,0.0116755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,1982,259.2,2.5,30.3,99.0,0.8571174000000001,69.1673,17.32402,0.9737290000000001,9928.871,0.0118154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,1983,238.7,3.5,27.3,107.0,0.8737516,68.87727,17.02201,0.981858,10315.0,0.011914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,1984,235.3,3.4,24.4,121.0,0.8940889999999999,68.74544,16.71792,0.990841,10615.17,0.012023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,1985,234.8,2.2,26.8,127.0,0.9220901,68.65839,16.44944,0.9940459999999999,10785.12,0.0120619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,1986,222.5,3.2,21.3,133.0,0.9490763000000001,68.49204,16.20034,0.990226,10878.91,0.012015600000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,1987,214.2,3.1,24.2,144.0,0.9795898999999999,68.47251,15.996479999999998,0.9850040000000001,11059.85,0.011952200000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,1988,234.7,3.6,20.2,144.0,1.013626,68.5293,15.8046,0.985669,11407.42,0.0119603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,1989,254.6,2.6,15.0,157.0,1.052668,68.68021999999999,15.70031,0.994426,11886.81,0.0120665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,1990,275.7,2.7,15.0,180.0,1.085008,70.69105,15.65983,1.011882,12089.89,0.012228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,1991,290.3,1.8,20.7,190.0,1.1035549999999998,71.35117,15.60041,1.038915,11838.54,0.012554700000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,1992,281.4,3.5,21.5,205.0,1.128468,71.66949,15.64618,1.06649,12237.56,0.012887899999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,1993,281.8,2.9,16.9,209.0,1.165088,72.03497,15.71289,1.101204,12579.76,0.013307399999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,1994,285.8,3.5,18.4,234.0,1.1624370000000002,72.30266,15.738829999999998,1.135459,12664.51,0.0137214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,1995,322.0,4.1,24.0,245.0,1.186352,72.63202,15.78395,1.165,12838.02,0.0140784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,1996,267.2,3.6,20.3,283.0,1.186826,72.77551,15.828920000000002,1.187706,12924.16,0.014352799999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,1997,256.8,3.2,19.6,319.0,1.210849,72.91081,15.86725,1.2106379999999999,12939.78,0.014629900000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,1998,282.2,2.9,21.5,323.0,1.241914,72.94096,15.84445,1.230923,13394.34,0.014875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,1999,244.9,2.0,17.8,330.0,1.2506190000000001,73.22482,15.791879999999999,1.2517,13676.86,0.0151261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1977,630.6,9.9,280.3,87.0,5.314545,62.96043,18.08612,11.38632,13784.94,0.20424620000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,1978,676.7,9.9,292.9,95.0,5.416671,62.7687,17.97922,11.412560000000001,14175.26,0.204717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
